paper_id,row_idx,year,team_size,members,member_ids_or_names,n_skills,skills,skill_weights,skills_with_weights,missing_weight_skills
2970868824,99157,2020,3,2079150322_wangmeng_zuo|2082144266_duoqian_miao|2142547891_ling_shao,6812|9185|11293,11,mathematics|artificial_intelligence|pattern_recognition|robustness_(computer_science)|convex_optimization|discriminative_model|sparse_approximation|cluster_analysis|visual_word|transfer_of_learning|similarity_learning,0.40075|0.00000|0.47315|0.51082|0.52844|0.53032|0.52017|0.53350|0.51333|0.50876|0.57378,mathematics:0.40075|artificial_intelligence:0.00000|pattern_recognition:0.47315|robustness_(computer_science):0.51082|convex_optimization:0.52844|discriminative_model:0.53032|sparse_approximation:0.52017|cluster_analysis:0.53350|visual_word:0.51333|transfer_of_learning:0.50876|similarity_learning:0.57378,
2971649845,99158,2020,3,53665920_reza_hoseinnezhad|265547219_alireza_bab-hadiashar|1971175456_giorgio_battistelli,7589|7590|12834,11,mathematics|mathematical_optimization|algorithm|sensor_fusion|kullback–leibler_divergence|wireless_sensor_network|bernoulli's_principle|poisson_distribution|fusion_rules|cauchy–schwarz_inequality|covariance_intersection,0.39406|0.45016|0.46810|0.61082|0.56082|0.49356|0.47530|0.47487|0.54155|0.49903|0.55683,mathematics:0.39406|mathematical_optimization:0.45016|algorithm:0.46810|sensor_fusion:0.61082|kullback–leibler_divergence:0.56082|wireless_sensor_network:0.49356|bernoulli's_principle:0.47530|poisson_distribution:0.47487|fusion_rules:0.54155|cauchy–schwarz_inequality:0.49903|covariance_intersection:0.55683,
2971860826,99159,2020,3,2045358941_sébastien_ourselin|2034632209_tom_vercauteren|1453746643_marc_modat,3511|7393|9546,12,computer_science|artificial_intelligence|computer_vision|segmentation|surgical_planning|magnetic_resonance_imaging|radiology|radiation_treatment_planning|arthroplasty|implant_failure|muscle_atrophy|imaging_biomarker,0.31189|0.00000|0.36660|0.46586|0.52775|0.51134|0.42335|0.45551|0.47265|0.46119|0.43856|0.53866,computer_science:0.31189|artificial_intelligence:0.00000|computer_vision:0.36660|segmentation:0.46586|surgical_planning:0.52775|magnetic_resonance_imaging:0.51134|radiology:0.42335|radiation_treatment_planning:0.45551|arthroplasty:0.47265|implant_failure:0.46119|muscle_atrophy:0.43856|imaging_biomarker:0.53866,
2972024937,99160,2020,3,2136340264_sridha_sridharan|2108514551_simon_denman|2153049160_clinton_fookes,4241|6667|8082,9,mathematics|artificial_intelligence|machine_learning|network_architecture|segmentation|georgia_tech|extractor|temporal_context|generative_adversarial_network,0.34528|0.00000|0.46982|0.50997|0.51254|0.00000|0.00000|0.00000|0.00000,mathematics:0.34528|artificial_intelligence:0.00000|machine_learning:0.46982|network_architecture:0.50997|segmentation:0.51254|georgia_tech:0.00000|extractor:0.00000|temporal_context:0.00000|generative_adversarial_network:0.00000,
2972094555,99161,2020,3,1975726436_junichi_yamagishi|1992698686_tomi_kinnunen|1965683459_jean-françois_bonastre,4289|7651|10983,2,computer_science|speech_recognition,0.42657|0.44996,computer_science:0.42657|speech_recognition:0.44996,
2972210868,99162,2020,3,2163480178_yi_pan|2133814358_geyong_min|2166056233_jianxin_wang,1863|3414|9040,10,computer_science|distributed_computing|queue|network_packet|data_transmission|timeout|packet_loss|network_congestion|round-trip_delay_time|explicit_congestion_notification,0.41215|0.42731|0.47854|0.55775|0.44834|0.51835|0.58672|0.56989|0.51962|0.57002,computer_science:0.41215|distributed_computing:0.42731|queue:0.47854|network_packet:0.55775|data_transmission:0.44834|timeout:0.51835|packet_loss:0.58672|network_congestion:0.56989|round-trip_delay_time:0.51962|explicit_congestion_notification:0.57002,
2972321504,99163,2020,6,2894169371_matthew_j._katz|2038092830_shakhar_smorodinsky|2212538054_paz_carmi|2160907263_yoshio_okamoto|2140429713_matias_korman|2007090497_andré_van_renssen,1989|3495|5665|5666|9559|12613,11,combinatorics|discrete_mathematics|mathematics|time_complexity|simple_algorithm|upper_and_lower_bounds|intersection_graph|radius|sublinear_function|unit_disk|balanced_line,0.45708|0.45092|0.39074|0.46643|0.41164|0.48084|0.52342|0.43015|0.46418|0.53605|0.41931,combinatorics:0.45708|discrete_mathematics:0.45092|mathematics:0.39074|time_complexity:0.46643|simple_algorithm:0.41164|upper_and_lower_bounds:0.48084|intersection_graph:0.52342|radius:0.43015|sublinear_function:0.46418|unit_disk:0.53605|balanced_line:0.41931,
2972555443,99164,2020,3,2047018924_edwin_r._hancock|2492838068_jun_zhou|2095699825_xianglong_liu,3871|8354|12292,11,mathematics|artificial_intelligence|pattern_recognition|hash_function|cluster_analysis|k-nearest_neighbors_algorithm|image_retrieval|curse_of_dimensionality|subspace_topology|linear_subspace|binary_code,0.39220|0.00000|0.47438|0.53347|0.54452|0.52209|0.51914|0.50532|0.61769|0.57488|0.50909,mathematics:0.39220|artificial_intelligence:0.00000|pattern_recognition:0.47438|hash_function:0.53347|cluster_analysis:0.54452|k-nearest_neighbors_algorithm:0.52209|image_retrieval:0.51914|curse_of_dimensionality:0.50532|subspace_topology:0.61769|linear_subspace:0.57488|binary_code:0.50909,
2972575607,99165,2020,3,1987606741_zahir_irani|2022224841_vishanth_weerakkody|2036611447_marijn_janssen,8397|8873|10561,4,knowledge_management|engineering|conceptual_framework|blockchain,0.46847|0.41059|0.52123|0.00000,knowledge_management:0.46847|engineering:0.41059|conceptual_framework:0.52123|blockchain:0.00000,
2972612047,99166,2020,3,2108706841_caetano_traina|2017812127_agma_j._m._traina|2296888739_daniel_de_oliveira,3197|3198|10349,8,computer_science|artificial_intelligence|pattern_recognition|computer_vision|deep_learning|segmentation|mean_absolute_error|residual_neural_network,0.39064|0.00000|0.43911|0.42089|0.48327|0.49024|0.00000|0.00000,computer_science:0.39064|artificial_intelligence:0.00000|pattern_recognition:0.43911|computer_vision:0.42089|deep_learning:0.48327|segmentation:0.49024|mean_absolute_error:0.00000|residual_neural_network:0.00000,
2973064640,99167,2020,5,691517805_marcin_paprzycki|1965064321_costin_bădică|88799218_maria_ganzha|2075460159_giancarlo_fortino|2027550000_mirjana_ivanović,6398|6825|6826|9992|13388,7,computer_science|distributed_computing|data_science|interoperability|solid_modeling|design_methods|internet_of_things,0.44931|0.44910|0.46829|0.54029|0.43740|0.48731|0.00000,computer_science:0.44931|distributed_computing:0.44910|data_science:0.46829|interoperability:0.54029|solid_modeling:0.43740|design_methods:0.48731|internet_of_things:0.00000,
2973990382,99168,2020,3,2108293768_kishor_s._trivedi|2124014502_marco_gribaudo|315320619_vittorio_cortellessa,1292|3773|11821,11,computer_science|mathematical_optimization|distributed_computing|complex_system|queueing_theory|parametric_statistics|server|response_time|cloud_computing|uncertainty_quantification|openness_to_experience,0.45483|0.46160|0.45907|0.48100|0.49839|0.49311|0.49607|0.46633|0.53998|0.54804|0.40810,computer_science:0.45483|mathematical_optimization:0.46160|distributed_computing:0.45907|complex_system:0.48100|queueing_theory:0.49839|parametric_statistics:0.49311|server:0.49607|response_time:0.46633|cloud_computing:0.53998|uncertainty_quantification:0.54804|openness_to_experience:0.40810,
2974113389,99169,2020,3,2109277643_yiran_chen|2582522661_peng_li|2139160212_tingwen_huang,5589|8102|9756,7,mathematics|upper_and_lower_bounds|algorithm|sampling_(statistics)|artificial_neural_network|periodic_graph_(geometry)|sliding_mode_control,0.38629|0.49528|0.45946|0.53958|0.52419|0.49377|0.63025,mathematics:0.38629|upper_and_lower_bounds:0.49528|algorithm:0.45946|sampling_(statistics):0.53958|artificial_neural_network:0.52419|periodic_graph_(geometry):0.49377|sliding_mode_control:0.63025,
2975052829,99170,2020,3,2306621260_azzedine_boukerche|183594098_georges_kaddoum|2097299098_neeraj_kumar,6320|11099|11830,11,computer_science|data_mining|real-time_computing|kernel_(linear_algebra)|cluster_analysis|nearest_neighbor_search|locality-sensitive_hashing|data_analysis|anomaly_detection|dbscan|firefly_algorithm,0.44941|0.47344|0.45713|0.48398|0.62601|0.58546|0.56898|0.49103|0.56265|0.68633|0.49380,computer_science:0.44941|data_mining:0.47344|real-time_computing:0.45713|kernel_(linear_algebra):0.48398|cluster_analysis:0.62601|nearest_neighbor_search:0.58546|locality-sensitive_hashing:0.56898|data_analysis:0.49103|anomaly_detection:0.56265|dbscan:0.68633|firefly_algorithm:0.49380,
2975124241,99171,2020,5,2285988874_mianxiong_dong|2310054889_kaoru_ota|2600780458_tian_wang|2703907753_zhiping_cai|2163829365_anfeng_liu,8520|8521|8817|9737|12276,10,computer_science|distributed_computing|computer_network|disjoint_sets|network_packet|dissemination|transmission_delay|duty_cycle|energy_harvesting|big_data,0.42738|0.44270|0.45779|0.49856|0.51043|0.46385|0.50669|0.52434|0.45586|0.46274,computer_science:0.42738|distributed_computing:0.44270|computer_network:0.45779|disjoint_sets:0.49856|network_packet:0.51043|dissemination:0.46385|transmission_delay:0.50669|duty_cycle:0.52434|energy_harvesting:0.45586|big_data:0.46274,
2975796030,99172,2020,3,2096567806_changyun_wen|2120397414_hongye_su|2135136781_lorenzo_marconi,2507|10589|13011,9,mathematics|control_theory|nonlinear_system|steady_state|cascade|linear_system|design_strategy|internal_model|washout_filter,0.39274|0.47724|0.57640|0.51652|0.51243|0.59689|0.42473|0.49411|0.61618,mathematics:0.39274|control_theory:0.47724|nonlinear_system:0.57640|steady_state:0.51652|cascade:0.51243|linear_system:0.59689|design_strategy:0.42473|internal_model:0.49411|washout_filter:0.61618,
2975816306,99173,2020,3,698114488_albert_y._zomaya|2005115202_rajiv_ranjan|2097299098_neeraj_kumar,1648|8202|11830,11,computer_science|data_mining|distributed_computing|cluster_analysis|support_vector_machine|feature_selection|anomaly_detection|false_alarm|cloud_computing|restricted_boltzmann_machine|dunn_index,0.44405|0.47450|0.45023|0.56853|0.48911|0.51253|0.55183|0.50275|0.49123|0.50053|0.54712,computer_science:0.44405|data_mining:0.47450|distributed_computing:0.45023|cluster_analysis:0.56853|support_vector_machine:0.48911|feature_selection:0.51253|anomaly_detection:0.55183|false_alarm:0.50275|cloud_computing:0.49123|restricted_boltzmann_machine:0.50053|dunn_index:0.54712,
2976436416,99174,2020,3,136859070_witold_pedrycz|2057932303_bay_vo|2025687059_unil_yun,2609|12815|14204,5,database|computer_science|binary_number|database_transaction|dynamic_database,0.46288|0.46364|0.43989|0.57647|0.00000,database:0.46288|computer_science:0.46364|binary_number:0.43989|database_transaction:0.57647|dynamic_database:0.00000,
2977335235,99175,2020,3,2181987712_wei_xing_zheng|2148069246_jiahu_qin|2115397990_yu_kang,1469|10631|13919,9,discrete_mathematics|mathematics|mathematical_optimization|upper_and_lower_bounds|convergence_(routing)|lemma_(mathematics)|almost_surely|common_value_auction|martingale_(probability_theory),0.45345|0.42307|0.43977|0.52214|0.47278|0.54040|0.57310|0.44892|0.56442,discrete_mathematics:0.45345|mathematics:0.42307|mathematical_optimization:0.43977|upper_and_lower_bounds:0.52214|convergence_(routing):0.47278|lemma_(mathematics):0.54040|almost_surely:0.57310|common_value_auction:0.44892|martingale_(probability_theory):0.56442,
2977650145,99176,2020,4,2150708589_dinggang_shen|2149678671_li_cheng|2159630719_yuanjie_zheng|2294937349_bin_sheng,3860|7771|8498|9562,12,mathematics|artificial_intelligence|computer_vision|medical_imaging|segmentation|population|grading_(education)|medical_physics|generalizability_theory|delegation_(computing)|diabetic_retinopathy|common_cause_and_special_cause,0.28288|0.00000|0.37764|0.40710|0.43523|0.52675|0.42997|0.42059|0.43000|0.00000|0.43631|0.40038,mathematics:0.28288|artificial_intelligence:0.00000|computer_vision:0.37764|medical_imaging:0.40710|segmentation:0.43523|population:0.52675|grading_(education):0.42997|medical_physics:0.42059|generalizability_theory:0.43000|delegation_(computing):0.00000|diabetic_retinopathy:0.43631|common_cause_and_special_cause:0.40038,
2979007271,99177,2020,3,2324750492_hui_li|2161394879_yintang_yang|2106132281_kuan_zhang,8090|12308|12377,11,computer_science|distributed_computing|computer_security|encryption|revocation|service_provider|data_sharing|computer_technology|security_analysis|outsourcing|cloud_computing,0.45991|0.45916|0.46629|0.62146|0.49893|0.52693|0.53339|0.56861|0.50528|0.46996|0.61754,computer_science:0.45991|distributed_computing:0.45916|computer_security:0.46629|encryption:0.62146|revocation:0.49893|service_provider:0.52693|data_sharing:0.53339|computer_technology:0.56861|security_analysis:0.50528|outsourcing:0.46996|cloud_computing:0.61754,
2979298112,99178,2020,3,123309386_kotagiri_ramamohanarao|737083156_rajkumar_buyya|369694639_satish_narayana_srirama,857|3115|7433,10,computer_science|distributed_computing|quality_of_service|service_delivery_framework|service_quality|service_provider|service-level_agreement|revenue|cloud_computing|edge_device,0.45443|0.46231|0.57599|0.59155|0.58852|0.66569|0.66064|0.52465|0.58350|0.53400,computer_science:0.45443|distributed_computing:0.46231|quality_of_service:0.57599|service_delivery_framework:0.59155|service_quality:0.58852|service_provider:0.66569|service-level_agreement:0.66064|revenue:0.52465|cloud_computing:0.58350|edge_device:0.53400,
2979352286,99179,2020,3,2109979571_daniele_nardi|1633289514_roberto_basili|2167821181_danilo_croce,405|547|10097,12,mathematics|natural_language|artificial_intelligence|machine_learning|human–computer_interaction|robot_control|spoken_language|phrase|situated|structured_prediction|language_interpretation|distributional_semantics,0.35870|0.54727|0.00000|0.45605|0.48147|0.51851|0.54301|0.49760|0.50474|0.54833|0.52704|0.55816,mathematics:0.35870|natural_language:0.54727|artificial_intelligence:0.00000|machine_learning:0.45605|human–computer_interaction:0.48147|robot_control:0.51851|spoken_language:0.54301|phrase:0.49760|situated:0.50474|structured_prediction:0.54833|language_interpretation:0.52704|distributional_semantics:0.55816,
2979518100,99180,2020,5,2141313922_josé_meseguer|661662328_carolyn_l._talcott|2132345048_francisco_durán|266786670_narciso_martí-oliet|2116214711_santiago_escobar,129|692|2473|2474|2622,10,mathematics|theoretical_computer_science|unification|rewriting|correctness|logical_framework|reachability|interpreter|modulo|symbolic_computation,0.38932|0.46119|0.52671|0.54069|0.53498|0.52132|0.47225|0.44586|0.46865|0.52542,mathematics:0.38932|theoretical_computer_science:0.46119|unification:0.52671|rewriting:0.54069|correctness:0.53498|logical_framework:0.52132|reachability:0.47225|interpreter:0.44586|modulo:0.46865|symbolic_computation:0.52542,
2979599046,99181,2020,3,70209860_simo_hosio|325537935_vassilis_kostakos|2244811121_jorge_goncalves,8508|12024|12954,7,computer_science|human–computer_interaction|skew|experience_sampling_method|applied_psychology|response_rate_(survey)|self-report_study,0.39761|0.41830|0.41020|0.53542|0.43873|0.50590|0.53985,computer_science:0.39761|human–computer_interaction:0.41830|skew:0.41020|experience_sampling_method:0.53542|applied_psychology:0.43873|response_rate_(survey):0.50590|self-report_study:0.53985,
2979739834,99182,2020,4,2131084071_david_dagan_feng|2226151461_liang_wang|2120394816_tieniu_tan|2343019993_zhiyong_wang,3196|4762|4764|4773,9,mathematics|natural_language|artificial_intelligence|natural_language_processing|machine_learning|closed_captioning|memorization|sentence_generation|graph_neural_networks,0.35538|0.49594|0.00000|0.47073|0.46207|0.61770|0.44779|0.00000|0.00000,mathematics:0.35538|natural_language:0.49594|artificial_intelligence:0.00000|natural_language_processing:0.47073|machine_learning:0.46207|closed_captioning:0.61770|memorization:0.44779|sentence_generation:0.00000|graph_neural_networks:0.00000,
2980679575,99183,2020,3,2105822349_chin-teng_lin|2268041516_alan_wee-chung_liew|2163742976_wenjian_luo,8133|13847|14210,3,mathematics|artificial_intelligence|machine_learning,0.37085|0.00000|0.44157,mathematics:0.37085|artificial_intelligence:0.00000|machine_learning:0.44157,
2981744453,99184,2020,3,2131585752_kuanquan_wang|2102383248_henggui_zhang|2679813363_shuo_li,6811|11884|11913,11,mathematics|artificial_intelligence|operator_(computer_programming)|pattern_recognition|convergence_(routing)|inference|smoothness|segmentation|correlation|differentiable_function|uncertainty_estimation,0.36087|0.00000|0.41230|0.45911|0.44175|0.45452|0.40949|0.48862|0.41662|0.42486|0.00000,mathematics:0.36087|artificial_intelligence:0.00000|operator_(computer_programming):0.41230|pattern_recognition:0.45911|convergence_(routing):0.44175|inference:0.45452|smoothness:0.40949|segmentation:0.48862|correlation:0.41662|differentiable_function:0.42486|uncertainty_estimation:0.00000,
2981755851,99185,2020,3,2150392290_jianxin_liao|2162805909_qi_qi|2143984244_jingyu_wang,4057|9809|12295,7,computer_science|asynchronous_communication|speech_recognition|embedding|analogy|semantic_information|word_embedding,0.44502|0.49190|0.46790|0.49869|0.48762|0.00000|0.68626,computer_science:0.44502|asynchronous_communication:0.49190|speech_recognition:0.46790|embedding:0.49869|analogy:0.48762|semantic_information:0.00000|word_embedding:0.68626,
2982051274,99186,2020,3,2101154754_xiaohui_liu|2155610221_jinling_liang|2104171312_zidong_wang,2273|7065|7258,11,mathematics|recursion|upper_and_lower_bounds|perturbation_(astronomy)|applied_mathematics|estimator|control_theory|stochastic_process|error_variance|mathematical_induction|woodbury_matrix_identity,0.42440|0.48471|0.55863|0.45179|0.48115|0.58345|0.46019|0.55138|0.00000|0.51369|0.52244,mathematics:0.42440|recursion:0.48471|upper_and_lower_bounds:0.55863|perturbation_(astronomy):0.45179|applied_mathematics:0.48115|estimator:0.58345|control_theory:0.46019|stochastic_process:0.55138|error_variance:0.00000|mathematical_induction:0.51369|woodbury_matrix_identity:0.52244,
2982636646,99187,2020,3,191220263_leonardo_vanneschi|2040447644_luca_manzoni|2116914403_mauro_castelli,8055|11208|11442,10,computer_science|artificial_intelligence|machine_learning|decision_tree|health_informatics|randomized_controlled_trial|musical|active_listening|music_therapy|visual_analogue_scale,0.39941|0.00000|0.41834|0.49870|0.43103|0.41501|0.45249|0.58227|0.69679|0.41043,computer_science:0.39941|artificial_intelligence:0.00000|machine_learning:0.41834|decision_tree:0.49870|health_informatics:0.43103|randomized_controlled_trial:0.41501|musical:0.45249|active_listening:0.58227|music_therapy:0.69679|visual_analogue_scale:0.41043,
2983413613,99188,2020,4,211238549_stefania_gnesi|2352208385_pierpaolo_degano|2107566183_maurice_h._ter_beek|2094734848_axel_legay,60|62|6267|9722,9,computer_science|programming_language|automaton|formalism_(philosophy)|control_theory|orchestration_(computing)|criticality|structural_level|supervisory_control_theory,0.45656|0.45647|0.48339|0.45865|0.49487|0.56503|0.41735|0.42549|0.54089,computer_science:0.45656|programming_language:0.45647|automaton:0.48339|formalism_(philosophy):0.45865|control_theory:0.49487|orchestration_(computing):0.56503|criticality:0.41735|structural_level:0.42549|supervisory_control_theory:0.54089,
2983809055,99189,2020,3,2133400326_weifa_liang|2043417786_alex_galis|1977846170_george_pavlou,1732|3364|5709,11,computer_science|distributed_computing|computer_network|heuristic_(computer_science)|fault_tolerance|approximation_algorithm|virtual_machine|intrusion_detection_system|virtual_network|cloud_computing|stateful_firewall,0.45436|0.47273|0.46769|0.50030|0.53051|0.51264|0.49930|0.50802|0.53978|0.49888|0.51038,computer_science:0.45436|distributed_computing:0.47273|computer_network:0.46769|heuristic_(computer_science):0.50030|fault_tolerance:0.53051|approximation_algorithm:0.51264|virtual_machine:0.49930|intrusion_detection_system:0.50802|virtual_network:0.53978|cloud_computing:0.49888|stateful_firewall:0.51038,
2984254165,99190,2020,4,2150708589_dinggang_shen|2139768026_christian_desrosiers|2140484217_li_wang|1996357287_ismail_ben_ayed,3860|9064|9808|11911,12,artificial_intelligence|image_segmentation|pattern_recognition|computer_vision|ranking|medicine|limiting|segmentation|image_quality|partial_volume|brain_mri|convolutional_neural_network,0.00000|0.58566|0.44776|0.43119|0.43713|0.27692|0.00000|0.52095|0.48190|0.45553|0.00000|0.49235,artificial_intelligence:0.00000|image_segmentation:0.58566|pattern_recognition:0.44776|computer_vision:0.43119|ranking:0.43713|medicine:0.27692|limiting:0.00000|segmentation:0.52095|image_quality:0.48190|partial_volume:0.45553|brain_mri:0.00000|convolutional_neural_network:0.49235,
2986702146,99191,2020,3,2268484981_wee_ser|2108491545_zhiping_lin|2473510192_badong_chen,4163|4283|13284,11,computer_science|mathematical_optimization|algorithm|computational_complexity_theory|optimization_problem|convergence_(routing)|robustness_(computer_science)|cluster_analysis|outlier|gradient_descent|non-negative_matrix_factorization,0.43243|0.45618|0.46460|0.52006|0.51335|0.47747|0.53943|0.55472|0.47363|0.53546|0.59479,computer_science:0.43243|mathematical_optimization:0.45618|algorithm:0.46460|computational_complexity_theory:0.52006|optimization_problem:0.51335|convergence_(routing):0.47747|robustness_(computer_science):0.53943|cluster_analysis:0.55472|outlier:0.47363|gradient_descent:0.53546|non-negative_matrix_factorization:0.59479,
2988785208,99192,2020,3,2024204244_umapada_pal|2308861805_palaiahnakote_shivakumara|2106442809_tong_lu,9224|11160|12783,9,mathematics|artificial_intelligence|pattern_recognition|computer_vision|delaunay_triangulation|k-nearest_neighbors_algorithm|text_detection|false_positive_paradox|cosine_distance,0.37883|0.00000|0.47569|0.46888|0.58506|0.51852|0.00000|0.45359|0.00000,mathematics:0.37883|artificial_intelligence:0.00000|pattern_recognition:0.47569|computer_vision:0.46888|delaunay_triangulation:0.58506|k-nearest_neighbors_algorithm:0.51852|text_detection:0.00000|false_positive_paradox:0.45359|cosine_distance:0.00000,
2990211342,99193,2020,4,1150715340_antonella_santone|2107438709_fabio_martinelli|1054743262_eric_medvet|1080042580_francesco_mercaldo,2204|3143|9797|13168,5,computer_science|computer_security|malware|android_(operating_system)|android_malware,0.44251|0.44864|0.62892|0.54132|0.00000,computer_science:0.44251|computer_security:0.44864|malware:0.62892|android_(operating_system):0.54132|android_malware:0.00000,
2990921230,99194,2020,3,2159446685_stéphane_bressan|154880864_sihem_mesnager|319880114_talel_abdessalem,4279|12150|13855,3,computer_science|computer_security|netflow,0.36446|0.39252|0.67702,computer_science:0.36446|computer_security:0.39252|netflow:0.67702,
2991880138,99195,2020,3,2138265038_yue_xiao|2141789269_huseyin_arslan|2101464133_ertugrul_basar,8021|10182|11064,4,computer_science|computer_network|wireless_network|radio_access,0.42454|0.45509|0.68810|0.00000,computer_science:0.42454|computer_network:0.45509|wireless_network:0.68810|radio_access:0.00000,
2991909137,99196,2020,3,2121150543_li_shen|2171622173_andrew_j._saykin|2132417921_daoqiang_zhang,3262|4788|5940,11,mathematics|artificial_intelligence|pattern_recognition|modal|support_vector_machine|modalities|feature_selection|regularization_(mathematics)|mel-frequency_cepstrum|neuroimaging|random_forest,0.33523|0.00000|0.42949|0.37690|0.46548|0.43864|0.51651|0.40175|0.42711|0.49491|0.46232,mathematics:0.33523|artificial_intelligence:0.00000|pattern_recognition:0.42949|modal:0.37690|support_vector_machine:0.46548|modalities:0.43864|feature_selection:0.51651|regularization_(mathematics):0.40175|mel-frequency_cepstrum:0.42711|neuroimaging:0.49491|random_forest:0.46232,
2992426198,99197,2020,5,2122647425_miao_pan|114740537_arumugam_nallanathan|2620790448_yunfei_chen|2078390050_tolga_m._duman|1927311757_nan_zhao,7981|11815|11851|12303|12398,5,computer_science|computer_network|wireless_network|energy_harvesting|wireless_power_transfer,0.40438|0.44795|0.70981|0.56898|0.57048,computer_science:0.40438|computer_network:0.44795|wireless_network:0.70981|energy_harvesting:0.56898|wireless_power_transfer:0.57048,
2992556107,99198,2020,3,1883547888_haridimos_kondylakis|158051236_manolis_tsiknakis|2116214042_feng_dong,9259|12913|12914,11,computer_science|information_retrieval|information_and_communications_technology|nursing|psychological_resilience|cancer|disease|chronic_condition|rehabilitation|mood|precision_medicine,0.33479|0.33830|0.42267|0.44539|0.45952|0.51570|0.47657|0.51294|0.44586|0.45370|0.50977,computer_science:0.33479|information_retrieval:0.33830|information_and_communications_technology:0.42267|nursing:0.44539|psychological_resilience:0.45952|cancer:0.51570|disease:0.47657|chronic_condition:0.51294|rehabilitation:0.44586|mood:0.45370|precision_medicine:0.50977,
2993015351,99199,2020,3,2125211758_ansuman_banerjee|2142055773_bhargab_b._bhattacharya|2112579538_robert_wille,4777|5057|11261,7,computer_science|parallel_computing|granularity|drop_(liquid)|nanotechnology|biochip|micro_electrode_dot_array,0.37300|0.41390|0.53539|0.38319|0.42280|0.54169|0.00000,computer_science:0.37300|parallel_computing:0.41390|granularity:0.53539|drop_(liquid):0.38319|nanotechnology:0.42280|biochip:0.54169|micro_electrode_dot_array:0.00000,
2993040984,99200,2020,4,114740537_arumugam_nallanathan|2149964558_weisi_guo|2145238113_chenglin_zhao|2118796906_yansha_deng,11815|12656|12766|13262,11,mathematics|electronic_engineering|communication_channel|signal_processing|control_theory|noise_measurement|signal-to-noise_ratio|detection_theory|channel_state_information|stochastic_resonance|molecular_communication,0.35811|0.45488|0.52483|0.56773|0.44349|0.52886|0.55896|0.53512|0.55489|0.56818|0.56444,mathematics:0.35811|electronic_engineering:0.45488|communication_channel:0.52483|signal_processing:0.56773|control_theory:0.44349|noise_measurement:0.52886|signal-to-noise_ratio:0.55896|detection_theory:0.53512|channel_state_information:0.55489|stochastic_resonance:0.56818|molecular_communication:0.56444,
2993465864,99201,2020,3,53665920_reza_hoseinnezhad|2104853362_lingjiang_kong|2434467457_wei_yi,7589|11971|12775,11,mathematics|mathematical_optimization|algorithm|metric_(mathematics)|approximation_algorithm|sensor_fusion|cluster_analysis|gaussian|fusion|bernoulli's_principle|covariance_intersection,0.38447|0.44881|0.47489|0.50341|0.51496|0.59082|0.52634|0.48549|0.48164|0.50927|0.55194,mathematics:0.38447|mathematical_optimization:0.44881|algorithm:0.47489|metric_(mathematics):0.50341|approximation_algorithm:0.51496|sensor_fusion:0.59082|cluster_analysis:0.52634|gaussian:0.48549|fusion:0.48164|bernoulli's_principle:0.50927|covariance_intersection:0.55194,
2993515580,99202,2020,3,2058210145_christos_davatzikos|2256035286_yong_fan|1973781812_jurgen_fripp,3862|4081|6910,11,image_processing|medical_imaging|visualization|psychology|cartography|cognitive_psychology|pooling|neuroimaging|harmonization|brain_development|big_data,0.42913|0.47225|0.43767|0.32939|0.41190|0.37887|0.43741|0.48615|0.38466|0.00000|0.45797,image_processing:0.42913|medical_imaging:0.47225|visualization:0.43767|psychology:0.32939|cartography:0.41190|cognitive_psychology:0.37887|pooling:0.43741|neuroimaging:0.48615|harmonization:0.38466|brain_development:0.00000|big_data:0.45797,
2993922222,99203,2020,5,2118594919_f._richard_yu|1976698169_mohamed-slim_alouini|2620790448_yunfei_chen|2078390050_tolga_m._duman|1927311757_nan_zhao,9929|10183|11851|12303|12398,2,computer_science|computer_network,0.41397|0.43621,computer_science:0.41397|computer_network:0.43621,
2994803162,99204,2020,3,2123125279_holger_karl|2150233038_ling_shi|2103652929_daniel_e._quevedo,5021|10828|13489,11,mathematics|mathematical_optimization|distributed_computing|scheduling_(computing)|job_shop_scheduling|reinforcement_learning|wireless_network|access_network|markov_decision_process|default_gateway|cyber-physical_system,0.34865|0.44894|0.47580|0.54804|0.57059|0.53826|0.56735|0.50840|0.54773|0.51983|0.53375,mathematics:0.34865|mathematical_optimization:0.44894|distributed_computing:0.47580|scheduling_(computing):0.54804|job_shop_scheduling:0.57059|reinforcement_learning:0.53826|wireless_network:0.56735|access_network:0.50840|markov_decision_process:0.54773|default_gateway:0.51983|cyber-physical_system:0.53375,
2994954803,99205,2020,4,2124415778_wang_yi|2229430579_xue_liu|2121823872_qingxu_deng|2125811161_nan_guan,1405|5158|6852|8504,10,computer_science|correctness|real-time_computing|genetic_algorithm|global_positioning_system|upload|inertial_navigation_system|inertial_measurement_unit|sampling_time|drone,0.44106|0.50262|0.46623|0.46054|0.53284|0.44725|0.54285|0.52846|0.00000|0.54777,computer_science:0.44106|correctness:0.50262|real-time_computing:0.46623|genetic_algorithm:0.46054|global_positioning_system:0.53284|upload:0.44725|inertial_navigation_system:0.54285|inertial_measurement_unit:0.52846|sampling_time:0.00000|drone:0.54777,
